Days,Effective Precipitation (mm/day),Evapotranspiration (mm/day),Actual Evapotranspiration (mm/day),Storage (mm),Runoff (mm/day),Runoff in Area (m^3/day)
499,0.000,4.836,3.439,294.528,7.523,11284876.446
500,0.000,0.000,0.000,288.184,7.583,11375159.347
501,0.000,0.000,0.000,282.038,6.147,9219866.470
502,0.000,0.000,0.000,277.285,4.753,7129551.836
503,0.000,0.000,0.000,273.619,3.666,5499168.364
504,0.000,0.000,0.000,270.800,2.818,4227531.139
505,0.000,0.000,0.000,268.643,2.157,3235715.923
506,0.000,0.222,0.161,269.269,1.641,2462161.813
507,0.000,2.398,1.743,272.585,1.738,2607019.845
508,0.000,1.919,1.406,274.638,2.426,3639696.572
509,0.000,3.077,2.271,277.813,2.837,4255669.566
510,0.000,3.104,2.310,280.417,3.495,5242118.936
511,0.000,0.000,0.000,276.560,4.027,6040013.697
512,0.000,0.000,0.000,273.423,3.137,4705769.764
513,0.000,0.000,0.000,271.289,2.406,3609234.392
514,0.000,0.000,0.000,270.415,1.896,2843794.168
515,0.000,0.000,0.000,268.752,1.663,2494413.549
516,0.163,3.296,2.481,274.014,1.256,1884560.159
517,2.863,4.352,3.303,281.187,2.373,3559842.428
518,0.112,5.128,3.940,286.369,3.911,5866207.483
519,2.831,6.739,5.220,294.329,5.010,7515258.013
520,13.008,6.380,5.003,296.170,6.721,10081063.164
521,6.416,2.851,2.241,292.948,7.085,10627932.306
522,1.460,5.105,4.016,287.492,6.336,9503846.585
523,0.000,4.672,3.634,282.397,5.095,7642843.426
524,0.000,3.896,2.993,278.463,3.934,5900822.415
525,0.000,2.040,1.551,275.435,3.028,4542106.622
526,0.000,2.590,1.959,273.113,2.322,3482368.838
527,0.000,3.799,2.854,271.343,1.771,2655833.841
528,0.000,7.675,5.710,270.002,1.341,2011196.957
529,0.000,9.227,6.728,268.996,1.006,1508440.541
530,0.801,3.721,2.648,268.688,0.744,1116350.830
531,0.000,0.000,0.000,268.052,0.636,954536.225
532,0.000,0.000,0.000,267.596,0.456,684425.869
533,0.000,0.780,0.550,267.328,0.316,473799.903
534,2.906,0.616,0.434,268.177,0.267,400992.472
535,0.162,4.091,2.891,267.752,0.513,768989.593
536,0.000,5.823,4.072,267.427,0.379,568668.949
537,5.852,6.478,4.461,269.793,0.267,401140.022
538,0.701,3.416,2.338,269.313,0.846,1269747.315
539,0.000,2.554,1.735,268.612,0.701,1051415.106
540,2.216,7.324,4.940,269.249,0.507,760100.661
541,5.542,5.663,3.763,271.459,0.607,910363.629
542,2.807,9.134,6.045,271.826,1.053,1579686.712
543,0.000,8.638,5.612,270.732,1.094,1641100.964
544,1.492,11.345,7.205,270.643,0.814,1220295.283
545,17.050,10.553,6.525,277.946,0.754,1131132.129
546,0.000,5.444,3.401,275.625,2.321,3481572.837
547,0.000,7.624,4.696,273.854,1.771,2656042.455
548,0.000,11.599,7.002,272.513,1.341,2012188.342
549,0.000,14.044,8.222,271.506,1.007,1510041.658
550,0.000,15.350,8.658,270.761,0.746,1118426.710
551,0.290,15.331,8.302,270.339,0.542,813026.456
552,0.000,15.935,8.292,269.929,0.410,614465.645
553,0.000,16.669,8.314,269.659,0.280,420055.459
554,0.000,15.159,7.233,269.389,0.270,404488.535
555,0.000,15.011,6.880,269.120,0.269,404084.047
556,1.841,11.349,4.999,269.019,0.269,403679.963
557,0.000,11.731,5.052,268.750,0.306,458624.070
558,0.000,15.916,6.645,268.481,0.269,403124.587
559,2.179,15.066,6.029,268.426,0.268,402721.463
560,8.327,14.691,5.707,270.335,0.315,472803.540
561,10.743,13.576,5.279,272.766,0.747,1120721.351
562,0.304,8.693,3.432,271.615,1.242,1863167.171
563,0.000,9.188,3.551,270.666,0.949,1423743.401
564,0.000,11.571,4.365,269.965,0.701,1050904.125
565,0.000,13.666,4.999,269.459,0.507,760149.104
566,0.000,14.520,5.123,269.190,0.356,533419.745
567,0.000,15.304,5.196,268.920,0.269,403784.400
568,0.000,11.751,3.831,268.651,0.269,403380.616
569,0.000,9.731,3.075,268.383,0.269,402977.235
570,0.000,12.878,3.967,268.114,0.268,402574.258
571,0.000,15.179,4.519,267.846,0.268,402171.684
572,0.000,16.688,4.772,267.578,0.268,401769.512
573,8.870,18.459,5.049,268.700,0.268,401367.743
574,0.271,13.475,3.755,268.185,0.573,859457.661
575,0.000,13.237,3.567,267.765,0.420,629279.810
576,0.000,17.250,4.488,267.497,0.287,430884.901
577,0.000,19.348,4.808,267.230,0.267,401246.157
578,0.000,18.740,4.423,266.963,0.267,400844.911
579,14.984,15.495,3.478,268.791,0.267,400444.066
580,1.224,15.444,3.827,268.293,0.728,1091397.934
581,3.565,16.637,4.000,268.364,0.578,866885.354
582,7.025,14.520,3.450,269.074,0.553,830173.435
583,5.290,11.755,2.864,269.380,0.670,1004466.014
584,0.000,9.672,2.393,268.683,0.697,1045497.371
585,3.493,9.886,2.384,268.818,0.504,755513.004
586,3.344,9.871,2.393,268.938,0.493,739876.593
587,0.000,9.941,2.418,268.458,0.480,719815.681
588,0.000,10.382,2.460,268.190,0.334,501661.030
589,14.858,10.889,2.511,270.065,0.268,402285.288
590,40.389,4.614,1.181,277.158,0.739,1109005.163
591,2.485,5.647,1.906,275.535,2.260,3389820.905
592,0.000,7.387,2.493,273.672,1.863,2794637.060
593,0.000,7.667,2.538,272.259,1.413,2120123.850
594,4.773,7.866,2.551,272.372,1.063,1594063.239
595,11.702,6.915,2.262,274.231,1.048,1571802.644
596,4.164,6.107,2.101,273.902,1.417,2125710.849
597,7.594,5.222,1.810,274.597,1.305,1957874.997
598,2.324,7.847,2.797,273.808,1.419,2127846.886
599,3.698,8.592,3.038,273.597,1.205,1808180.088
600,0.000,8.592,3.030,272.477,1.119,1679068.317
601,2.647,8.412,2.901,272.337,0.834,1250456.107
602,4.415,8.908,3.050,272.722,0.763,1145098.223
603,12.682,8.303,2.847,275.218,0.809,1213064.877
604,5.314,7.215,2.597,275.354,1.318,1977681.065
605,0.000,4.415,1.604,274.045,1.309,1963411.858
606,0.000,4.142,1.487,273.063,0.982,1472539.563
607,0.000,3.089,1.097,272.337,0.726,1089718.094
608,0.000,4.462,1.572,271.809,0.527,791176.212
609,0.000,4.649,1.619,271.529,0.372,558372.347
610,0.000,6.575,2.262,271.258,0.272,407293.761
611,0.000,7.960,2.691,270.986,0.271,406886.467
612,0.000,8.432,2.792,270.715,0.271,406479.580
613,2.610,5.612,1.818,270.637,0.271,406073.101
614,8.402,6.911,2.241,272.134,0.313,468969.141
615,2.185,5.222,1.749,272.031,0.659,989123.736
616,3.107,4.091,1.369,272.223,0.597,895925.320
617,15.265,3.058,1.031,275.532,0.600,900463.942
618,0.000,4.161,1.514,274.243,1.289,1933311.011
619,0.000,5.285,1.902,273.277,0.966,1449149.693
620,0.000,4.239,1.505,272.562,0.714,1071562.698
621,0.000,3.561,1.250,272.044,0.518,777103.616
622,2.137,3.986,1.387,272.219,0.365,547484.247
623,12.401,3.748,1.306,275.127,0.370,554838.090
624,1.615,1.509,0.556,274.608,0.972,1457520.990
625,0.000,3.253,1.204,273.790,0.819,1227769.682
626,0.000,0.000,0.000,273.190,0.599,899228.350
627,0.000,0.191,0.070,272.762,0.429,643024.543
628,0.000,0.753,0.276,272.489,0.295,443243.947
629,0.000,1.950,0.714,272.217,0.272,408733.571
630,0.000,6.794,2.475,271.944,0.272,408324.837
631,0.000,7.886,2.822,271.672,0.272,407916.512
632,0.000,6.131,2.149,271.401,0.272,407508.596
633,0.000,0.484,0.167,271.129,0.271,407101.087
634,0.000,0.000,0.000,270.858,0.271,406693.986
635,0.000,0.000,0.000,270.587,0.271,406287.292
636,0.000,0.000,0.000,270.395,0.271,405881.005
637,0.000,0.000,0.000,270.323,0.288,431401.325
638,0.000,0.000,0.000,270.053,0.314,470491.430
639,0.000,0.000,0.000,269.783,0.270,405079.143
640,0.000,0.000,0.000,269.513,0.270,404674.064
641,0.000,0.000,0.000,269.243,0.270,404269.390
642,0.000,0.000,0.000,268.974,0.269,403865.121
643,0.000,0.000,0.000,268.705,0.269,403461.256
644,0.397,2.422,0.854,270.542,0.269,403057.794
645,0.000,3.401,1.254,271.497,0.732,1097579.285
646,0.000,1.693,0.637,270.595,0.902,1352913.222
647,0.000,0.917,0.344,269.931,0.664,995688.344
648,0.000,0.363,0.136,269.453,0.478,717112.524
649,1.673,1.794,0.670,269.437,0.333,499882.908
650,7.225,0.905,0.339,270.975,0.325,487164.019
651,0.000,7.426,2.878,270.308,0.667,1000331.532
652,1.695,5.292,2.012,270.318,0.481,720855.065
653,3.101,0.000,0.000,270.766,0.443,664660.220
654,0.000,0.000,0.000,270.264,0.502,753350.807
655,0.000,0.000,0.000,269.994,0.352,528388.133
656,0.000,0.000,0.000,269.724,0.270,404991.149
657,0.000,0.000,0.000,269.454,0.270,404586.158
658,0.000,0.000,0.000,269.185,0.269,404181.572
659,0.000,0.000,0.000,268.916,0.269,403777.390
660,0.000,0.000,0.000,268.647,0.269,403373.613
661,0.000,0.000,0.000,268.378,0.269,402970.239
662,3.200,0.530,0.204,269.997,0.268,402567.269
663,0.000,0.000,0.000,269.565,0.683,1024946.840
664,0.000,0.000,0.000,269.017,0.548,822740.425
665,0.000,0.000,0.000,268.655,0.388,582046.352
666,0.000,0.000,0.000,268.386,0.269,402982.390
667,0.000,0.000,0.000,268.118,0.268,402579.407
668,0.000,0.000,0.000,267.850,0.268,402176.828
669,0.000,0.000,0.000,267.582,0.268,401774.651
670,0.000,0.000,0.000,267.314,0.268,401372.876
671,0.000,0.000,0.000,267.047,0.267,400971.503
672,0.000,0.000,0.000,266.780,0.267,400570.532
673,0.000,0.000,0.000,266.513,0.267,400169.961
674,9.183,0.000,0.000,269.650,0.267,399769.791
675,0.289,0.858,0.362,270.515,1.015,1522562.713
676,0.063,0.183,0.079,270.690,1.165,1747684.363
677,0.000,0.000,0.000,269.527,1.163,1744996.506
678,0.000,0.000,0.000,268.659,0.867,1300854.975
679,0.000,0.000,0.000,268.023,0.636,954484.823
680,0.000,0.000,0.000,267.567,0.456,684376.287
681,0.000,0.000,0.000,267.300,0.316,473751.750
682,0.000,0.000,0.000,267.032,0.267,400949.253
683,0.000,0.000,0.000,266.765,0.267,400548.304
684,0.000,0.000,0.000,266.498,0.267,400147.756
685,0.000,0.000,0.000,266.232,0.266,399747.608
686,0.000,0.000,0.000,265.966,0.266,399347.860
687,0.000,0.000,0.000,265.700,0.266,398948.512
688,0.000,0.000,0.000,265.434,0.266,398549.564
689,0.000,0.000,0.000,265.169,0.265,398151.014
690,0.000,0.000,0.000,264.903,0.265,397752.863
691,0.000,1.416,0.621,266.472,0.265,397355.110
692,6.839,3.448,1.548,272.073,0.668,1002117.690
693,0.000,0.000,0.000,270.213,1.860,2789491.598
694,0.000,0.000,0.000,268.803,1.410,2114973.086
695,0.000,0.000,0.000,267.744,1.059,1588909.477
696,6.362,0.698,0.333,271.153,0.786,1178640.632
697,0.000,0.000,0.000,269.658,1.495,2242955.427
698,0.000,0.000,0.000,269.856,1.126,1688917.830
699,0.000,0.000,0.000,268.727,1.129,1693810.066
700,0.000,0.000,0.000,267.886,0.840,1260705.562
701,0.000,0.000,0.000,267.271,0.615,922944.515
702,0.000,0.000,0.000,266.831,0.440,659551.305
703,0.000,0.000,0.000,266.565,0.303,454164.946
704,0.000,0.000,0.000,266.298,0.267,399847.172
705,0.000,0.000,0.000,266.032,0.266,399447.325
706,0.000,0.000,0.000,265.766,0.266,399047.878
707,0.000,0.000,0.000,265.500,0.266,398648.830
708,0.000,0.000,0.000,265.235,0.266,398250.181
709,0.000,0.000,0.000,264.969,0.265,397851.931
710,0.000,0.000,0.000,264.704,0.265,397454.079
711,0.000,0.000,0.000,264.440,0.265,397056.625
712,0.000,0.000,0.000,264.175,0.264,396659.568
713,0.000,0.000,0.000,263.911,0.264,396262.909
714,0.000,0.000,0.000,263.647,0.264,395866.646
715,0.000,0.000,0.000,263.384,0.264,395470.779
716,0.000,0.000,0.000,263.120,0.263,395075.308
717,0.000,0.000,0.000,262.857,0.263,394680.233
718,0.000,0.000,0.000,262.594,0.263,394285.553
719,0.000,0.000,0.000,262.332,0.263,393891.267
720,0.000,0.000,0.000,262.069,0.262,393497.376
721,0.000,0.000,0.000,261.807,0.262,393103.879
722,0.000,0.000,0.000,261.545,0.262,392710.775
723,0.000,0.000,0.000,261.284,0.262,392318.064
724,0.000,0.000,0.000,261.023,0.261,391925.746
725,0.000,0.000,0.000,260.762,0.261,391533.820
726,0.000,0.000,0.000,260.501,0.261,391142.286
727,0.000,0.000,0.000,260.240,0.261,390751.144
728,0.000,0.000,0.000,259.980,0.260,390360.393
729,0.000,0.000,0.000,259.720,0.260,389970.033
730,0.000,0.000,0.000,259.460,0.260,389580.063
731,0.000,0.000,0.000,259.201,0.259,389190.483
732,0.000,0.000,0.000,258.942,0.259,388801.292
733,0.000,0.000,0.000,258.683,0.259,388412.491
734,0.000,0.000,0.000,258.424,0.259,388024.078
735,0.000,0.000,0.000,258.166,0.258,387636.054
736,0.000,0.000,0.000,257.907,0.258,387248.418
737,0.000,0.000,0.000,257.650,0.258,386861.170
738,0.000,0.000,0.000,257.392,0.258,386474.309
739,0.000,0.000,0.000,257.134,0.257,386087.834
740,0.000,0.000,0.000,256.877,0.257,385701.746
741,0.000,0.000,0.000,256.620,0.257,385316.045
742,0.000,0.000,0.000,256.364,0.257,384930.729
743,0.000,0.000,0.000,256.108,0.256,384545.798
744,2.509,0.000,0.000,256.565,0.256,384161.252
745,0.000,0.000,0.000,256.152,0.413,619123.366
746,0.000,0.714,0.361,257.545,0.279,419138.408
747,5.046,3.026,1.553,263.021,0.619,927992.002
748,0.000,0.000,0.000,261.240,1.781,2671429.065
749,0.000,0.000,0.000,259.893,1.347,2020015.195
750,0.000,0.000,0.000,258.885,1.008,1511976.075
751,0.000,0.000,0.000,258.142,0.744,1115769.197
752,0.000,0.000,0.000,257.604,0.538,806791.405
753,0.000,0.000,0.000,257.250,0.377,565852.236
754,0.000,0.000,0.000,256.993,0.257,385875.645
755,0.000,0.000,0.000,256.736,0.257,385489.770
756,0.000,0.000,0.000,256.479,0.257,385104.280
757,0.000,0.000,0.000,256.223,0.256,384719.176
758,0.000,0.000,0.000,255.967,0.256,384334.456
759,0.000,0.000,0.000,255.711,0.256,383950.122
760,0.000,0.000,0.000,255.455,0.256,383566.172
761,0.000,0.000,0.000,255.200,0.255,383182.606
762,0.000,0.000,0.000,254.944,0.255,382799.423
763,0.000,0.000,0.000,254.689,0.255,382416.624
764,0.000,0.000,0.000,254.435,0.255,382034.207
765,0.000,0.000,0.000,254.180,0.254,381652.173
766,0.000,0.000,0.000,253.926,0.254,381270.521
767,0.000,0.000,0.000,253.672,0.254,380889.250
768,0.000,0.000,0.000,253.419,0.254,380508.361
769,0.000,0.000,0.000,253.165,0.253,380127.852
770,0.000,0.000,0.000,252.912,0.253,379747.725
771,0.000,0.000,0.000,252.659,0.253,379367.977
772,0.000,0.000,0.000,252.406,0.253,378988.609
773,0.000,0.000,0.000,252.154,0.252,378609.620
774,0.000,0.000,0.000,251.902,0.252,378231.011
775,0.000,0.000,0.000,251.650,0.252,377852.780
776,0.000,0.000,0.000,251.398,0.252,377474.927
777,0.000,0.000,0.000,251.147,0.251,377097.452
778,0.000,0.000,0.000,250.896,0.251,376720.355
779,0.000,0.000,0.000,250.645,0.251,376343.634
780,0.000,0.000,0.000,250.394,0.251,375967.291
781,0.000,0.000,0.000,250.144,0.250,375591.323
782,0.000,0.000,0.000,249.894,0.250,375215.732
783,0.000,0.000,0.000,249.644,0.250,374840.516
784,0.000,0.000,0.000,249.394,0.250,374465.676
785,0.000,0.000,0.000,249.145,0.249,374091.210
786,0.000,0.000,0.000,248.896,0.249,373717.119
787,0.000,0.000,0.000,248.647,0.249,373343.402
788,0.000,0.000,0.000,248.398,0.249,372970.058
789,0.000,0.000,0.000,248.150,0.248,372597.088
790,0.000,0.000,0.000,247.902,0.248,372224.491
791,0.000,0.000,0.000,247.654,0.248,371852.267
792,0.000,0.000,0.000,247.406,0.248,371480.414
793,0.000,0.000,0.000,247.159,0.247,371108.934
794,0.000,0.000,0.000,246.911,0.247,370737.825
795,0.000,0.000,0.000,246.664,0.247,370367.087
796,0.000,0.000,0.000,246.418,0.247,369996.720
797,0.000,0.000,0.000,246.171,0.246,369626.723
798,0.000,0.000,0.000,245.925,0.246,369257.097
799,0.000,0.000,0.000,245.679,0.246,368887.840
800,0.000,0.000,0.000,245.434,0.246,368518.952
801,0.000,0.000,0.000,245.188,0.245,368150.433
802,0.000,0.000,0.000,245.694,0.245,367782.282
803,0.000,0.000,0.000,245.284,0.410,615215.130
804,0.000,0.000,0.000,245.039,0.275,412506.577
805,0.000,0.000,0.000,244.794,0.245,367557.929
806,0.000,0.000,0.000,244.549,0.245,367190.371
807,0.000,0.000,0.000,244.304,0.245,366823.181
808,0.000,0.000,0.000,244.060,0.244,366456.358
809,0.000,0.000,0.000,243.816,0.244,366089.902
810,0.000,0.000,0.000,243.572,0.244,365723.812
811,0.000,0.000,0.000,243.328,0.244,365358.088
812,5.746,1.997,1.075,248.351,0.243,364992.730
813,0.000,0.000,0.000,246.949,1.401,2102237.433
814,0.000,0.000,0.000,245.901,1.048,1571773.672
815,0.000,0.000,0.000,245.129,0.772,1158079.910
816,0.000,0.000,0.000,244.572,0.557,835466.679
817,0.000,0.000,0.000,244.183,0.389,583896.195
818,0.000,0.000,0.000,243.939,0.258,387738.985
819,0.000,0.000,0.000,243.695,0.244,365908.332
820,0.000,0.000,0.000,243.451,0.244,365542.424
821,0.000,0.000,0.000,243.208,0.243,365176.882
822,0.000,0.000,0.000,242.965,0.243,364811.705
823,0.000,0.000,0.000,242.722,0.243,364446.893
824,0.000,0.000,0.000,242.479,0.243,364082.446
825,0.000,0.000,0.000,242.236,0.242,363718.364
826,0.000,0.000,0.000,241.994,0.242,363354.645
827,0.000,0.000,0.000,241.752,0.242,362991.291
828,0.000,0.000,0.000,241.510,0.242,362628.300
829,0.000,0.000,0.000,241.269,0.242,362265.671
830,0.000,0.000,0.000,241.028,0.241,361903.406
831,0.000,0.000,0.000,240.787,0.241,361541.502
832,0.000,1.045,0.582,242.641,0.241,361179.961
833,0.000,0.971,0.548,244.445,0.701,1052062.109
834,0.000,0.000,0.000,243.393,1.052,1578740.348
835,0.000,0.000,0.000,242.617,0.775,1162680.590
836,0.000,0.000,0.000,242.059,0.559,838222.716
837,0.000,0.000,0.000,241.668,0.390,585214.242
838,0.000,0.000,0.000,241.427,0.259,387936.232
839,0.000,0.000,0.000,241.185,0.241,362140.296
840,0.000,0.000,0.000,240.944,0.241,361778.156
841,0.000,0.000,0.000,240.703,0.241,361416.378
842,0.000,0.000,0.000,240.463,0.241,361054.962
843,0.000,2.164,1.237,243.503,0.240,360693.907
844,0.000,5.089,2.956,249.306,0.962,1443105.046
845,2.824,0.000,0.000,248.641,2.193,3289097.095
846,0.000,0.000,0.000,246.640,2.001,3000794.109
847,0.000,0.000,0.000,245.126,1.515,2271845.133
848,0.000,0.000,0.000,243.990,1.136,1703333.707
849,0.000,0.000,0.000,243.150,0.840,1259963.500
850,0.000,0.000,0.000,242.541,0.609,914203.375
851,0.000,0.000,0.000,242.111,0.430,644579.046
852,0.000,3.167,1.900,246.560,0.290,434340.569
853,0.000,3.904,2.382,251.131,1.274,1910604.707
854,0.000,4.622,2.872,255.632,2.234,3350840.895
855,0.000,3.623,2.295,258.210,3.178,4767726.247
856,0.000,1.966,1.265,258.492,3.700,5550497.554
857,0.556,1.583,1.030,258.643,3.717,5575066.888
858,0.000,0.000,0.000,256.139,3.705,5557125.160
859,0.000,0.000,0.000,253.212,3.109,4662772.092
860,0.000,0.000,0.000,250.793,2.419,3628643.924
861,0.000,0.000,0.000,248.951,1.842,2762448.480
862,0.000,0.000,0.000,247.560,1.391,2086883.927
863,0.000,0.000,0.000,246.520,1.040,1560011.401
864,0.000,0.000,0.000,245.754,0.766,1149118.590
865,0.000,0.000,0.000,245.201,0.552,828689.887
866,0.000,0.000,0.000,244.815,0.386,578823.121
867,0.000,0.000,0.000,244.571,0.256,383994.599
868,0.000,0.000,0.000,244.326,0.245,366855.792
869,0.000,0.000,0.000,244.082,0.244,366488.936
870,0.000,0.000,0.000,243.838,0.244,366122.447
871,0.000,0.000,0.000,243.594,0.244,365756.325
872,0.000,0.000,0.000,244.618,0.244,365390.569
873,0.000,1.599,1.065,247.792,0.522,783532.612
874,0.000,6.244,4.200,255.823,1.175,1762941.699
875,0.000,7.082,4.847,263.300,2.897,4345485.720
876,0.000,9.727,6.772,272.587,4.497,6745035.782
877,5.596,9.001,6.392,282.290,6.495,9742050.834
878,6.675,6.474,4.719,287.709,8.584,12876585.707
879,14.659,6.482,4.832,296.870,9.731,14597122.276
880,4.689,9.165,7.055,302.430,11.702,17552676.518
881,8.376,7.133,5.583,306.524,12.880,19320111.127
882,18.788,5.803,4.629,314.591,13.736,20603778.970
883,0.000,6.439,5.291,310.677,15.466,23198854.435
884,0.000,6.704,5.535,306.298,14.560,21839802.234
885,0.000,9.691,8.011,292.746,13.552,20327639.185
886,0.643,9.672,7.793,282.617,10.526,15788484.226
887,20.525,5.277,4.148,286.726,8.253,12379007.380
888,6.738,4.696,3.740,281.727,9.112,13667920.402
889,11.254,6.704,5.321,280.603,7.967,11951221.652
890,0.000,4.633,3.666,272.927,7.676,11513499.470
891,6.346,4.391,3.433,270.785,5.943,8913789.950
892,2.067,1.771,1.380,266.592,5.427,8140181.894
893,0.000,6.115,4.758,262.132,4.460,6690094.497
894,0.000,8.147,6.238,258.698,3.434,5151734.090
895,6.273,7.667,5.746,259.663,2.635,3951879.513
896,0.000,10.109,7.495,256.861,2.803,4204066.751
897,4.835,8.627,6.228,257.391,2.142,3212831.868
898,4.589,5.842,4.156,257.675,2.214,3321544.231
899,5.798,4.146,2.927,258.575,2.233,3349083.081
900,0.000,5.733,4.043,256.188,2.387,3579929.293
901,0.000,7.589,5.273,254.371,1.818,2726269.613
902,0.225,5.561,3.788,253.114,1.374,2060481.139
903,0.000,5.909,3.967,252.061,1.053,1579856.151
904,0.000,10.963,7.248,251.283,0.778,1166410.590
905,0.000,15.116,9.709,250.721,0.563,843988.930
906,0.000,17.324,10.689,250.326,0.395,592565.847
907,0.000,13.720,8.084,250.075,0.264,396521.587
908,0.000,13.104,7.445,249.825,0.250,375112.917
909,0.000,11.497,6.310,249.575,0.250,374737.804
910,0.000,5.039,2.683,249.326,0.250,374363.066
911,1.013,2.535,1.332,249.076,0.249,373988.703
912,0.000,2.336,1.223,248.827,0.249,373614.714
913,1.168,3.568,1.857,248.592,0.249,373241.100
914,3.484,3.912,2.024,249.280,0.252,377434.793
915,0.533,2.675,1.385,249.036,0.454,681419.314
916,1.056,3.927,2.022,249.094,0.357,534751.473
917,0.084,6.844,3.499,248.846,0.325,487811.229
918,0.000,6.341,3.185,248.597,0.249,373268.617
919,0.000,5.015,2.477,248.348,0.249,372895.348
920,0.000,7.429,3.622,248.100,0.248,372522.453
921,0.000,11.809,5.646,247.852,0.248,372149.931
922,0.000,12.371,5.733,247.604,0.248,371777.781
923,0.000,13.482,6.047,247.356,0.248,371406.003
924,0.000,12.944,5.602,247.109,0.247,371034.597
925,9.776,14.297,5.979,249.524,0.247,370663.562
926,13.208,7.905,3.320,252.915,0.833,1248848.389
927,2.188,7.648,3.325,252.105,1.534,2300978.756
928,6.050,10.440,4.488,252.774,1.311,1967119.433
929,1.581,9.617,4.124,251.876,1.414,2121337.398
